"region","year","month","protocol","complete_checklists","unique_observers","unique_localities","source_events","event_complexes","duration_q50","duration_q90","travel_distance_q50","travel_distance_q90","maximum_observer_checklist_share","maximum_locality_checklist_share","repeat_localities","shoreline_link_support","support_label"
"SoG",2011,5,"Stationary",36,6,9,63,36,30,30,,,24,24,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,6,"Stationary",81,5,70,66,36,5,170,,,4.39506,1.14815,66,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,7,"Stationary",5,2,4,8,8,30,320,,,2.4,2.4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,2,"Stationary",5,2,4,3,1,50,180,,,2.4,1.2,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,1,"Stationary",3,1,2,3,1,20,30,,,2.33333,1.33333,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,1,"Traveling",2,1,1,3,1,80,80,2.092,2.092,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,2,"Traveling",1,1,1,2,2,75,75,3,3,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,4,"Stationary",6,1,6,11,7,20,60,,,4.5,1.33333,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,4,"Traveling",5,2,2,5,3,80,100,2.414,5,2.4,2.4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2011,4,"Traveling",2,1,2,7,6,300,300,6.437,6.437,4.5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,5,"Stationary",8,2,4,11,7,15,90,,,4.875,2,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,3,"Traveling",2,1,2,4,4,10,15,0.5,0.75,4,2,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2011,5,"Traveling",3,1,3,14,11,60,65,1,4,7.66667,3,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,6,"Traveling",1,1,1,3,1,55,55,2.414,2.414,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,6,"Stationary",1,1,1,5,4,20,20,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2011,6,"Stationary",1,1,1,5,4,8,8,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,6,"Traveling",9,2,6,30,20,50,103,0.805,0.933,7.88889,3.55556,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,7,"Traveling",2,1,2,8,8,80,240,10,10,7.5,4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2011,6,"Traveling",1,1,1,3,2,120,120,4.828,4.828,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2011,5,"Stationary",1,1,1,10,8,15,15,,,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2011,5,"Stationary",1,1,1,1,1,15,15,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2011,7,"Stationary",2,1,2,4,3,5,45,,,2,1.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2011,7,"Stationary",1,1,1,1,1,5,5,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2011,7,"Traveling",2,1,1,1,1,45,60,1,1,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2011,6,"Traveling",1,1,1,4,1,90,90,4,4,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2011,7,"Traveling",2,1,2,3,1,75,90,1,2,3,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,12,"Traveling",7,1,1,6,3,180,360,4,10,2.85714,2.85714,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,5,"Traveling",110,34,65,66,39,60,120,2,4,1.27273,0.51818,45,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,5,"Stationary",153,30,42,65,39,30,75,,,0.77124,0.62745,30,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,4,"Traveling",143,38,73,56,33,60,120,2,4,1.0979,0.55944,54,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,2,"Stationary",132,17,29,51,33,30,60,,,0.79545,0.78788,17,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,6,"Stationary",227,20,134,57,36,5,60,,,1.95154,0.78855,101,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,6,"Traveling",55,26,36,55,36,60,150,1.609,4.828,1.18182,0.65455,20,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,4,"Stationary",10,4,8,5,4,30,210,,,0.6,0.4,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,4,"Traveling",11,6,7,5,4,45,90,1.609,4.828,0.81818,0.72727,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,1,"Traveling",16,7,10,18,14,90,160,3,5,3,2.25,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,1,"Stationary",13,7,8,23,19,30,120,,,2.23077,2.23077,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,2,"Traveling",75,16,36,66,39,50,120,1.5,4,1.29333,0.76,22,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,3,"Traveling",89,23,56,66,39,45,90,1,3,2.35955,1.40449,42,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,3,"Stationary",166,24,41,66,39,30,60,,,1.4759,1.25301,29,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,3,"Traveling",2,2,2,2,2,70,180,2.092,5,0.5,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,4,"Stationary",183,34,64,65,38,30,75,,,1.30055,1.13661,36,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,6,"Traveling",12,1,9,9,8,200,330,3.2,4,7.66667,1.5,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,6,"Stationary",28,1,26,9,8,5,65,,,7.92857,0.96429,26,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,7,"Traveling",3,2,3,10,6,55,90,0.998,4.828,6,3,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2012,7,"Stationary",8,4,5,10,6,30,30,,,3.375,3.375,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,2,"Traveling",4,2,4,4,4,60,150,6.437,7,2,1,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,3,"Stationary",7,1,3,1,1,15,25,,,1,0.42857,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2012,3,"Traveling",1,1,1,5,3,30,30,1,1,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,3,"Traveling",1,1,1,9,7,100,100,2.414,2.414,9,9,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,4,"Traveling",3,1,2,8,6,36,360,1.207,2.816,4.66667,2.66667,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,3,"Stationary",1,1,1,8,7,14,14,,,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,4,"Stationary",1,1,1,8,6,312,312,,,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2012,4,"Traveling",2,1,2,5,3,120,180,3.219,3.219,3,2.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2012,4,"Stationary",1,1,1,5,3,15,15,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,5,"Traveling",3,3,3,5,4,60,95,1.5,3,1.33333,1.33333,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,5,"Stationary",4,2,4,5,4,35,50,,,1.5,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,5,"Traveling",17,3,9,23,18,75,150,1,2.816,4.23529,2.64706,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2012,5,"Stationary",3,2,2,17,14,15,40,,,6,6,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2012,5,"Traveling",1,1,1,3,2,47,47,0.8,0.8,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,6,"Traveling",1,1,1,1,1,40,40,1.207,1.207,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,6,"Stationary",1,1,1,3,3,15,15,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,12,"Stationary",3,1,3,1,1,25,30,,,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,12,"Traveling",2,1,2,1,1,45,50,1,2.736,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,1,"Stationary",1,1,1,1,1,25,25,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2012,2,"Stationary",1,1,1,1,1,15,15,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,4,"Traveling",134,33,58,53,32,80,240,1.497,5,4.60448,2.97761,57,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,2,"Traveling",120,27,60,65,36,65,140,2,8.047,2.11667,0.93333,58,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,1,"Traveling",104,14,28,48,30,90,90,4,8.047,3.91346,1.35577,26,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,1,"Stationary",34,12,15,52,32,30,105,,,1.23529,1.23529,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,2,"Stationary",140,23,55,65,36,30,80,,,1.6,1.6,54,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,2,"Stationary",21,4,16,8,5,20,135,,,0.7619,0.28571,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,3,"Traveling",176,44,73,65,36,65,180,2,8.047,2.14773,1.25,70,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,3,"Stationary",159,24,51,65,36,30,120,,,1.98113,1.53459,50,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,4,"Stationary",107,29,38,65,36,32,120,,,2.24299,2.24299,38,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,5,"Traveling",109,31,61,65,36,75,265,1.996,8.047,2.85321,2.09174,58,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,5,"Stationary",102,18,29,65,36,30,120,,,2.39216,2.39216,28,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,6,"Traveling",53,19,37,48,28,120,270,1,3.219,3.4717,3.43396,33,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,6,"Stationary",70,12,16,25,12,30,72,,,2.54286,2.54286,15,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,7,"Traveling",22,9,9,6,3,105,320,2,5,2.18182,2.45455,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2013,7,"Traveling",5,1,2,2,2,240,240,2,6,1,0.8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,4,"Traveling",41,6,24,8,5,55,90,2,8.8,0.56098,0.34146,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,1,"Stationary",21,1,9,2,2,20,30,,,1.09524,0.2381,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,1,"Traveling",24,1,7,1,1,40,65,2.414,2.736,1,0.29167,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,2,"Traveling",29,2,12,4,3,20,80,1.5,2.736,0.68966,0.2069,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,3,"Traveling",27,5,18,8,5,25,150,2.414,9.656,0.88889,0.25926,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,3,"Stationary",28,4,16,8,5,15,53,,,0.71429,0.42857,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2013,3,"Stationary",1,1,1,4,4,20,20,,,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,4,"Stationary",38,5,16,8,5,20,35,,,0.92105,0.39474,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2013,2,"Traveling",1,1,1,5,4,22,22,2.736,2.736,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2013,4,"Stationary",1,1,1,7,7,20,20,,,7,7,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,5,"Traveling",38,6,21,7,5,45,120,1.5,4.5,0.76316,0.31579,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,5,"Stationary",50,5,17,8,5,15,75,,,0.98,0.24,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A2W",2013,5,"Stationary",1,1,1,2,1,60,60,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2013,5,"Stationary",1,1,1,2,1,15,15,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2013,6,"Stationary",2,2,2,2,2,5,11,,,0.5,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2013,6,"Traveling",2,1,1,5,5,270,300,4,4,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2013,6,"Stationary",4,1,1,9,5,20,180,,,9,9,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2013,6,"Traveling",2,1,2,9,5,60,180,2.414,4.828,8.5,4.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2013,7,"Stationary",6,2,2,6,3,30,60,,,5,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2013,7,"Traveling",4,1,4,4,1,60,120,3,9,4,1,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2013,7,"Traveling",2,1,2,7,3,270,330,4,5,4,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2013,6,"Stationary",1,1,1,5,5,180,180,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2013,5,"Traveling",1,1,1,3,3,300,300,10,10,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,7,"Stationary",9,7,9,12,10,30,120,,,0.55556,0.55556,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,2,"Traveling",155,59,38,1,1,80,150,2,6,0.07097,0.18065,20,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,12,"Stationary",7,5,6,1,1,18,60,,,0.42857,0.28571,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,12,"Traveling",10,4,9,4,4,18,79,2,8.047,0.6,0.4,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,6,"Stationary",96,18,84,32,23,5,70,,,1.47917,0.5625,53,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,6,"Traveling",98,24,63,44,30,75,240,2,5,1.43878,1.04082,50,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,5,"Stationary",88,32,64,55,37,30,75,,,0.68182,0.54545,53,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,5,"Traveling",167,42,90,55,37,65,153,1.5,4.5,0.64671,0.57485,79,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,4,"Stationary",98,36,61,55,37,30,90,,,1.28571,0.85714,54,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,4,"Traveling",215,47,100,55,37,60,150,1.5,4,1.24651,0.70698,87,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,3,"Traveling",231,50,93,52,37,60,120,2,5,1.78788,0.79654,85,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,3,"Stationary",148,41,88,55,37,30,105,,,1.10135,0.74324,77,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,2,"Traveling",190,36,98,55,37,55,120,1.5,8.047,1.67895,1.65789,84,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,2,"Stationary",154,39,90,55,37,20,60,,,2.85065,1.05195,70,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,5,"Traveling",127,51,41,2,2,80,180,2,6,0.09449,0.1811,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2014,7,"Traveling",6,1,4,11,8,150,315,0.5,5,6.33333,4,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,5,"Traveling",24,12,19,12,6,30,125,2,2.993,1.45833,0.91667,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,5,"Stationary",17,9,13,12,6,25,270,,,1.41176,2.58824,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,1,"Traveling",66,21,36,39,28,65,120,3.219,8.047,1.65152,0.65152,33,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,1,"Traveling",55,32,22,1,1,75,180,2,5,0.10909,0.23636,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,1,"Stationary",13,8,11,1,1,15,60,,,0.30769,0.15385,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,1,"Stationary",40,17,30,34,26,20,85,,,1.075,0.9,25,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,2,"Stationary",64,32,45,1,1,20,120,,,0.17188,0.17188,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,3,"Traveling",133,65,44,2,2,63,180,2.414,5,0.06015,0.23308,16,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,1,"Traveling",2,1,2,4,4,20,40,0.2,1,2.5,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,4,"Traveling",128,50,42,2,2,90,180,2,5,0.07031,0.17188,17,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,4,"Stationary",39,12,9,2,2,20,60,,,0.51282,0.51282,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,4,"Traveling",13,6,11,16,6,76,135,2,4,2.07692,0.84615,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,4,"Stationary",16,7,13,12,6,15,31,,,0.8125,0.6875,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,5,"Stationary",21,13,15,2,2,20,60,,,0.19048,0.19048,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,6,"Traveling",70,33,27,2,2,60,180,2,4.506,0.08571,0.22857,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,6,"Stationary",9,8,7,2,2,20,60,,,0.22222,0.22222,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2014,6,"Traveling",23,2,8,7,3,60,300,0.8,1.5,5.21739,2.73913,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2014,7,"Traveling",15,8,12,12,10,100,360,1,2,1.26667,1,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2014,6,"Traveling",2,2,2,10,9,45,45,0.805,2.993,5,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,1,"Stationary",1,1,1,4,4,10,10,,,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2014,2,"Stationary",1,1,1,10,9,60,60,,,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2014,3,"Stationary",42,18,21,2,2,30,120,,,0.21429,0.21429,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2014,3,"Traveling",3,2,3,10,9,30,30,3,5,6.66667,3.33333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,3,"Stationary",2,2,2,12,6,8,8,,,5.5,5.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,3,"Traveling",4,2,4,12,6,27,75,1,3,8.25,2.75,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2014,4,"Traveling",2,1,1,10,9,20,20,3,3,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2014,4,"Stationary",1,1,1,10,9,15,15,,,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2014,4,"Stationary",1,1,1,11,4,120,120,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2014,5,"Traveling",8,2,4,20,11,40,240,1,1.609,6.25,2.625,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2014,5,"Traveling",1,1,1,5,2,60,60,2,2,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2014,5,"Traveling",1,1,1,5,1,60,60,0.998,0.998,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,6,"Stationary",4,1,3,7,3,15,15,,,3.5,1.75,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,6,"Traveling",14,5,8,7,3,85,120,1.5,5,2.35714,2.5,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2014,6,"Stationary",14,2,3,11,5,10,60,,,6.21429,4.5,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2014,6,"Traveling",3,1,3,1,1,20,330,0.5,4,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2014,7,"Traveling",1,1,1,6,4,30,30,1,1,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,12,"Traveling",2,1,2,3,3,10,120,0.2,1,2,1.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2014,12,"Stationary",1,1,1,1,1,13,13,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,1,"Traveling",177,34,84,41,26,60,135,1,8.047,2.57062,0.87571,70,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,1,"Traveling",5,3,4,9,9,45,130,1.931,2,1.8,1.2,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,1,"Stationary",91,24,46,40,26,30,120,,,0.53846,0.35165,40,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,5,"Traveling",25,14,17,11,9,75,120,1.931,5,0.72,1.16,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,1,"Traveling",137,57,49,1,1,65,165,2,5,0.08759,0.23358,19,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,1,"Stationary",29,17,26,1,1,15,35,,,0.13793,0.10345,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,2,"Traveling",259,110,63,2,2,75,195,2,5,0.03861,0.35907,29,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
