"region","year","month","protocol","complete_checklists","unique_observers","unique_localities","source_events","event_complexes","duration_q50","duration_q90","travel_distance_q50","travel_distance_q90","maximum_observer_checklist_share","maximum_locality_checklist_share","repeat_localities","shoreline_link_support","support_label"
"SoG",2025,5,"Traveling",5820,952,1511,60,46,53,127,1.21,3.64,0.17577,0.10773,988,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,5,"Stationary",149,40,60,35,25,15,60,,,8.07383,3.90604,59,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,5,"Traveling",270,63,93,44,29,41,113,1.183,4.123,3.23704,0.62222,90,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,5,"Traveling",6,1,1,1,1,107,184,3.266,4.829,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,5,"Stationary",1,1,1,1,1,6,6,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,5,"Stationary",16,4,9,3,1,45,80,,,0.8125,0.75,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2025,6,"Stationary",1231,353,508,59,45,25,120,,,0.18359,0.18359,271,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2025,6,"Traveling",2918,732,889,59,45,58,148,1.43,4.211,0.10281,0.06032,525,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,6,"Traveling",186,59,76,39,28,60,156,1.609,3.621,0.77957,0.71505,48,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,6,"Stationary",102,28,56,30,24,10,60,,,3.35294,1.10784,29,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,6,"Traveling",33,11,19,4,1,60,135,2,6.643,0.33333,0.24242,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,6,"Traveling",45,16,26,48,9,58,143,1.64,4,3.66667,2.48889,21,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,5,"Traveling",42,13,17,3,1,50,138,1.9,6.66,0.66667,0.35714,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,6,"Stationary",32,8,12,48,9,40,63,,,3.5,3.5,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,6,"Traveling",12,4,12,28,5,10,360,2.101,6.5,8.08333,1.33333,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2025,7,"Traveling",626,231,246,3,3,49,150,1.073,3.791,0.04792,0.07029,92,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2025,7,"Stationary",238,95,112,3,3,15,70,0.065,0.065,0.06723,0.07983,42,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2025,6,"Traveling",41,10,35,64,36,19,96,2.064,4.263,4.82927,2.04878,35,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,7,"Traveling",61,18,25,2,2,62,160,0.802,2.812,0.2459,0.16393,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,7,"Stationary",19,8,10,2,2,19,84,,,0.31579,0.26316,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2025,6,"Stationary",10,5,5,48,26,60,71,,,4,3.9,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2025,7,"Traveling",2,2,2,18,10,4,13,0.131,2.063,5.5,5.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2025,7,"Stationary",2,2,2,9,5,19,19,,,4.5,4.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,6,"Stationary",9,3,5,23,4,60,60,,,9.33333,5.33333,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,1,"Stationary",34,5,14,22,7,32,60,,,5.76471,4.17647,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,1,"Traveling",7,4,6,8,3,20,62,0.145,1.515,4.28571,2,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,2,"Stationary",9,3,3,3,1,60,100,,,1.55556,1.55556,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,2,"Stationary",42,3,11,8,3,30,45,,,6.2619,2.66667,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2025,2,"Stationary",34,10,18,44,29,5,60,,,10.79412,4.73529,16,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,2,"Traveling",2,1,2,1,1,1,6,0.057,0.2,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,3,"Stationary",15,6,8,3,1,48,60,,,0.8,0.8,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,4,"Stationary",17,6,9,4,1,20,90,,,0.70588,0.70588,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,4,"Stationary",3,1,3,1,1,5,16,,,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,5,"Traveling",22,9,13,36,9,56,90,1.9,4,2.5,2.18182,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,5,"Stationary",34,8,11,36,9,45,60,,,5.38235,4.94118,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2025,5,"Traveling",4,3,2,26,15,185,209,2.6,5.883,7,10.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2025,5,"Stationary",1,1,1,3,2,2,2,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,6,"Stationary",14,6,7,5,1,35,85,,,0.57143,0.57143,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,7,"Traveling",1,1,1,17,4,15,15,1.5,1.5,17,17,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2025,7,"Stationary",1,1,1,12,4,30,30,,,12,12,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2025,7,"Traveling",1,1,1,1,1,16,16,1.668,1.668,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2025,7,"Traveling",1,1,1,1,1,23,23,0.254,0.254,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
