"model_id","region","unit_label","outcome","converged","rank_deficient","status"
"M02","SoG","Hooded Merganser","detection",TRUE,FALSE,"completed"
"M02","SoG","Hooded Merganser","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Hooded Merganser","detection",TRUE,FALSE,"completed"
"M02","WCVI","Hooded Merganser","positive_count",TRUE,FALSE,"completed"
"M02","CC","Hooded Merganser","detection",TRUE,FALSE,"completed"
"M02","CC","Hooded Merganser","positive_count",TRUE,TRUE,"completed"
"M02","NA","Hooded Merganser","detection",TRUE,FALSE,"completed"
"M02","NA","Hooded Merganser","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Red-throated Loon","detection",TRUE,FALSE,"completed"
"M02","SoG","Red-throated Loon","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Red-throated Loon","detection",TRUE,FALSE,"completed"
"M02","WCVI","Red-throated Loon","positive_count",TRUE,FALSE,"completed"
"M02","CC","Red-throated Loon","detection",TRUE,FALSE,"completed"
"M02","CC","Red-throated Loon","positive_count",TRUE,FALSE,"completed"
"M02","NA","Red-throated Loon","detection",TRUE,FALSE,"completed"
"M02","NA","Red-throated Loon","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Ring-billed Gull","detection",TRUE,FALSE,"completed"
"M02","SoG","Ring-billed Gull","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Ring-billed Gull","detection",TRUE,FALSE,"completed"
"M02","WCVI","Ring-billed Gull","positive_count",TRUE,FALSE,"completed"
"M02","CC","Ring-billed Gull","detection",TRUE,FALSE,"completed"
"M02","CC","Ring-billed Gull","positive_count",FALSE,,"failed_insufficient_support"
"M02","NA","Ring-billed Gull","detection",TRUE,FALSE,"completed"
"M02","NA","Ring-billed Gull","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Black Scoter","detection",TRUE,FALSE,"completed"
"M02","SoG","Black Scoter","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Black Scoter","detection",TRUE,FALSE,"completed"
"M02","WCVI","Black Scoter","positive_count",TRUE,FALSE,"completed"
"M02","CC","Black Scoter","detection",TRUE,FALSE,"completed"
"M02","CC","Black Scoter","positive_count",FALSE,,"failed_insufficient_support"
"M02","NA","Black Scoter","detection",TRUE,FALSE,"completed"
"M02","NA","Black Scoter","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Common Murre","detection",TRUE,FALSE,"completed"
"M02","SoG","Common Murre","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Common Murre","detection",TRUE,FALSE,"completed"
"M02","WCVI","Common Murre","positive_count",TRUE,FALSE,"completed"
"M02","CC","Common Murre","detection",TRUE,FALSE,"completed"
"M02","CC","Common Murre","positive_count",TRUE,TRUE,"completed"
"M02","NA","Common Murre","detection",TRUE,FALSE,"completed"
"M02","NA","Common Murre","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Black Turnstone","detection",TRUE,FALSE,"completed"
"M02","SoG","Black Turnstone","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Black Turnstone","detection",TRUE,FALSE,"completed"
"M02","WCVI","Black Turnstone","positive_count",TRUE,FALSE,"completed"
"M02","CC","Black Turnstone","detection",TRUE,FALSE,"completed"
"M02","CC","Black Turnstone","positive_count",TRUE,FALSE,"completed"
"M02","NA","Black Turnstone","detection",TRUE,FALSE,"completed"
"M02","NA","Black Turnstone","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Surfbird","detection",TRUE,FALSE,"completed"
"M02","SoG","Surfbird","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Surfbird","detection",TRUE,FALSE,"completed"
"M02","WCVI","Surfbird","positive_count",TRUE,FALSE,"completed"
"M02","CC","Surfbird","detection",TRUE,FALSE,"completed"
"M02","CC","Surfbird","positive_count",TRUE,TRUE,"completed"
"M02","NA","Surfbird","detection",TRUE,FALSE,"completed"
"M02","NA","Surfbird","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Surf Scoter","detection",TRUE,FALSE,"completed"
"M02","SoG","Surf Scoter","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Surf Scoter","detection",TRUE,FALSE,"completed"
"M02","WCVI","Surf Scoter","positive_count",TRUE,FALSE,"completed"
"M02","CC","Surf Scoter","detection",TRUE,FALSE,"completed"
"M02","CC","Surf Scoter","positive_count",TRUE,FALSE,"completed"
"M02","NA","Surf Scoter","detection",TRUE,FALSE,"completed"
"M02","NA","Surf Scoter","positive_count",TRUE,FALSE,"completed"
"M02","SoG","White-winged Scoter","detection",TRUE,FALSE,"completed"
"M02","SoG","White-winged Scoter","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","White-winged Scoter","detection",TRUE,FALSE,"completed"
"M02","WCVI","White-winged Scoter","positive_count",TRUE,FALSE,"completed"
"M02","CC","White-winged Scoter","detection",TRUE,FALSE,"completed"
"M02","CC","White-winged Scoter","positive_count",TRUE,FALSE,"completed"
"M02","NA","White-winged Scoter","detection",TRUE,FALSE,"completed"
"M02","NA","White-winged Scoter","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Common Merganser","detection",TRUE,FALSE,"completed"
"M02","SoG","Common Merganser","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Common Merganser","detection",TRUE,FALSE,"completed"
"M02","WCVI","Common Merganser","positive_count",TRUE,FALSE,"completed"
"M02","CC","Common Merganser","detection",TRUE,FALSE,"completed"
"M02","CC","Common Merganser","positive_count",TRUE,FALSE,"completed"
"M02","NA","Common Merganser","detection",TRUE,FALSE,"completed"
"M02","NA","Common Merganser","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Pelagic Cormorant","detection",TRUE,FALSE,"completed"
"M02","SoG","Pelagic Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Pelagic Cormorant","detection",TRUE,FALSE,"completed"
"M02","WCVI","Pelagic Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","CC","Pelagic Cormorant","detection",TRUE,FALSE,"completed"
"M02","CC","Pelagic Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","NA","Pelagic Cormorant","detection",TRUE,FALSE,"completed"
"M02","NA","Pelagic Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Long-tailed Duck","detection",TRUE,FALSE,"completed"
"M02","SoG","Long-tailed Duck","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Long-tailed Duck","detection",TRUE,FALSE,"completed"
"M02","WCVI","Long-tailed Duck","positive_count",TRUE,FALSE,"completed"
"M02","CC","Long-tailed Duck","detection",TRUE,FALSE,"completed"
"M02","CC","Long-tailed Duck","positive_count",FALSE,,"failed_numerical_fit"
"M02","NA","Long-tailed Duck","detection",TRUE,FALSE,"completed"
"M02","NA","Long-tailed Duck","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Greater Scaup","detection",TRUE,FALSE,"completed"
"M02","SoG","Greater Scaup","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Greater Scaup","detection",TRUE,FALSE,"completed"
"M02","WCVI","Greater Scaup","positive_count",TRUE,FALSE,"completed"
"M02","CC","Greater Scaup","detection",TRUE,FALSE,"completed"
"M02","CC","Greater Scaup","positive_count",FALSE,,"failed_numerical_fit"
"M02","NA","Greater Scaup","detection",TRUE,FALSE,"completed"
"M02","NA","Greater Scaup","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Brant","detection",TRUE,FALSE,"completed"
"M02","SoG","Brant","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Brant","detection",TRUE,FALSE,"completed"
"M02","WCVI","Brant","positive_count",TRUE,FALSE,"completed"
"M02","CC","Brant","detection",FALSE,FALSE,"failed_geometry"
"M02","CC","Brant","positive_count",FALSE,,"failed_insufficient_support"
"M02","NA","Brant","detection",TRUE,FALSE,"completed"
"M02","NA","Brant","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Western Gull","detection",TRUE,FALSE,"completed"
"M02","SoG","Western Gull","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Western Gull","detection",TRUE,FALSE,"completed"
"M02","WCVI","Western Gull","positive_count",TRUE,FALSE,"completed"
"M02","CC","Western Gull","detection",FALSE,,"failed_insufficient_support"
"M02","CC","Western Gull","positive_count",FALSE,,"failed_insufficient_support"
"M02","NA","Western Gull","detection",TRUE,FALSE,"completed"
"M02","NA","Western Gull","positive_count",TRUE,TRUE,"failed_geometry"
"M02","SoG","Horned Grebe","detection",TRUE,FALSE,"completed"
"M02","SoG","Horned Grebe","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Horned Grebe","detection",TRUE,FALSE,"completed"
"M02","WCVI","Horned Grebe","positive_count",TRUE,FALSE,"completed"
"M02","CC","Horned Grebe","detection",TRUE,FALSE,"completed"
"M02","CC","Horned Grebe","positive_count",TRUE,TRUE,"completed"
"M02","NA","Horned Grebe","detection",TRUE,FALSE,"completed"
"M02","NA","Horned Grebe","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Rhinoceros Auklet","detection",TRUE,FALSE,"completed"
"M02","SoG","Rhinoceros Auklet","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Rhinoceros Auklet","detection",TRUE,FALSE,"completed"
"M02","WCVI","Rhinoceros Auklet","positive_count",TRUE,FALSE,"completed"
"M02","CC","Rhinoceros Auklet","detection",TRUE,FALSE,"completed"
"M02","CC","Rhinoceros Auklet","positive_count",TRUE,FALSE,"completed"
"M02","NA","Rhinoceros Auklet","detection",TRUE,FALSE,"completed"
"M02","NA","Rhinoceros Auklet","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Glaucous-winged Gull","detection",TRUE,FALSE,"completed"
"M02","SoG","Glaucous-winged Gull","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Glaucous-winged Gull","detection",TRUE,FALSE,"completed"
"M02","WCVI","Glaucous-winged Gull","positive_count",TRUE,FALSE,"completed"
"M02","CC","Glaucous-winged Gull","detection",TRUE,FALSE,"completed"
"M02","CC","Glaucous-winged Gull","positive_count",TRUE,FALSE,"completed"
"M02","NA","Glaucous-winged Gull","detection",TRUE,FALSE,"completed"
"M02","NA","Glaucous-winged Gull","positive_count",TRUE,FALSE,"completed"
"M02","SoG","American Herring Gull","detection",TRUE,FALSE,"completed"
"M02","SoG","American Herring Gull","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","American Herring Gull","detection",TRUE,FALSE,"completed"
"M02","WCVI","American Herring Gull","positive_count",TRUE,FALSE,"completed"
"M02","CC","American Herring Gull","detection",TRUE,FALSE,"completed"
"M02","CC","American Herring Gull","positive_count",TRUE,TRUE,"completed"
"M02","NA","American Herring Gull","detection",TRUE,FALSE,"completed"
"M02","NA","American Herring Gull","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M02","SoG","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M02","WCVI","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M02","CC","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M02","CC","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M02","NA","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M02","NA","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Northern Pintail","detection",TRUE,FALSE,"completed"
"M02","SoG","Northern Pintail","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Northern Pintail","detection",TRUE,FALSE,"completed"
"M02","WCVI","Northern Pintail","positive_count",TRUE,FALSE,"completed"
"M02","CC","Northern Pintail","detection",TRUE,FALSE,"completed"
"M02","CC","Northern Pintail","positive_count",FALSE,,"failed_numerical_fit"
"M02","NA","Northern Pintail","detection",TRUE,FALSE,"completed"
"M02","NA","Northern Pintail","positive_count",TRUE,TRUE,"completed"
"M02","SoG","Mallard","detection",TRUE,FALSE,"completed"
"M02","SoG","Mallard","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Mallard","detection",TRUE,FALSE,"completed"
"M02","WCVI","Mallard","positive_count",TRUE,FALSE,"completed"
"M02","CC","Mallard","detection",TRUE,FALSE,"completed"
"M02","CC","Mallard","positive_count",TRUE,FALSE,"completed"
"M02","NA","Mallard","detection",TRUE,FALSE,"completed"
"M02","NA","Mallard","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M02","SoG","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M02","WCVI","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M02","CC","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M02","CC","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M02","NA","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M02","NA","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M02","SoG","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M02","WCVI","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M02","CC","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M02","CC","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M02","NA","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M02","NA","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M02","SoG","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M02","WCVI","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M02","CC","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M02","CC","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M02","NA","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M02","NA","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M02","SoG","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M02","WCVI","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M02","CC","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M02","CC","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M02","NA","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M02","NA","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M02","SoG","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M02","SoG","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","WCVI","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M02","WCVI","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","CC","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M02","CC","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M02","NA","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M02","NA","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
