"model_version_id","analysis_taxon_id","unit_label","region","outcome","band","band_label","contrast","contrast_type","period","minimum_day","maximum_day","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","n","status","bh_family_id","bh_family_size","p_value_bh_13","significant_nominal_0_05","significant_bh_0_05"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_10_12","10–<12 km","within_band_10_12_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,0.0713851498707852,0.0289044320071131,0.0147335041432566,0.128036795598314,1.07399479517675,1.01484257723336,1.13659482361422,0.013522804982252,217199,"completed","bald_eagle__detection__early_egg__13_bands",13,0.087898232384638,TRUE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_10_12","10–<12 km","within_band_10_12_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,0.016434340363062,0.026320134664539,-0.0351521756476787,0.0680208563738027,1.01657012696924,0.965458485807847,1.07038763265055,0.53236372075196,217199,"completed","bald_eagle__detection__late_egg__13_bands",13,0.853863678974646,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_10_12","10–<12 km","within_band_10_12_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,0.0679593567961439,0.0270615488935165,0.0149196955989819,0.120999017993306,1.07032180628738,1.01503154984214,1.12862380405067,0.0120291340300238,217199,"completed","bald_eagle__detection__active_0_14__13_bands",13,0.0521262474634365,TRUE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_12_14","12–<14 km","within_band_12_14_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.0220515224483363,0.0443614683175386,-0.108998402652027,0.0648953577553541,0.978189835017617,0.896731849889894,1.06704736031098,0.619127491038503,217199,"completed","bald_eagle__detection__early_pre__13_bands",13,0.673397752171272,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_12_14","12–<14 km","within_band_12_14_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,-0.0244436749987561,0.0429022708215514,-0.10853058066398,0.0596432306664683,0.97585265227234,0.897151458910164,1.06145778339788,0.568845593187951,217199,"completed","bald_eagle__detection__immediate_pre__13_bands",13,0.92437408893042,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_12_14","12–<14 km","within_band_12_14_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,0.0194302095987816,0.0500114106999418,-0.0785903541891455,0.117450773386709,1.01962020467429,0.924418531071213,1.12462626703874,0.697634565651793,217199,"completed","bald_eagle__detection__spawn_start__13_bands",13,0.755770779456109,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_12_14","12–<14 km","within_band_12_14_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.042064873044325,0.0361454051352248,-0.112908565315975,0.0287788192273247,0.958807577788371,0.893232328798028,1.02919693072626,0.244517962816492,217199,"completed","bald_eagle__detection__early_egg__13_bands",13,0.794683379153599,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_12_14","12–<14 km","within_band_12_14_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.0164009766265265,0.0336343828211213,-0.082323155598157,0.049521202345104,0.983732787106948,0.920974292604293,1.05076787072166,0.625815258849963,217199,"completed","bald_eagle__detection__late_egg__13_bands",13,0.853863678974646,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_12_14","12–<14 km","within_band_12_14_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.0256661843394966,0.0332753897166605,-0.0908847497556857,0.0395523810766925,0.97466039221277,0.913122942477376,1.04034499184855,0.440513527528285,217199,"completed","bald_eagle__detection__active_0_14__13_bands",13,0.715834482233463,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_14_16","14–<16 km","within_band_14_16_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,0.0747868313497404,0.0398082371255023,-0.00323587970427441,0.152809542403755,1.07765440426331,0.996769350111916,1.16510305508262,0.0602885694903754,217199,"completed","bald_eagle__detection__early_pre__13_bands",13,0.261250467791627,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_14_16","14–<16 km","within_band_14_16_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,0.0327553965919338,0.0386698570515245,-0.0430361305163665,0.108546923700234,1.03329776017357,0.957876780859102,1.11465721115206,0.39696589529994,217199,"completed","bald_eagle__detection__immediate_pre__13_bands",13,0.86009277314987,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_14_16","14–<16 km","within_band_14_16_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,0.048158158169266,0.045255963902822,-0.0405419011659099,0.136858217504442,1.04933660335724,0.960268927280785,1.14666555988991,0.287270519808865,217199,"completed","bald_eagle__detection__spawn_start__13_bands",13,0.466814594689406,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_14_16","14–<16 km","within_band_14_16_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,0.021256367403619,0.0323112503201336,-0.0420725195193012,0.0845852543265392,1.02148389324582,0.958800246318251,1.08826561962969,0.510626340106164,217199,"completed","bald_eagle__detection__early_egg__13_bands",13,0.952253406076857,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_14_16","14–<16 km","within_band_14_16_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,0.00350618451109989,0.0307975170998542,-0.0568558398178707,0.0638682088400705,1.00351233836609,0.944730252035425,1.06595190646571,0.909359605724567,217199,"completed","bald_eagle__detection__late_egg__13_bands",13,0.923180153774044,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_14_16","14–<16 km","within_band_14_16_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,0.0284301782744582,0.0299371505974163,-0.0302455586962295,0.0871059152451459,1.02883817307009,0.970207261464617,1.09101222842662,0.342283956813561,217199,"completed","bald_eagle__detection__active_0_14__13_bands",13,0.715834482233463,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_16_18","16–<18 km","within_band_16_18_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,0.0676680561484513,0.0344367543223529,0.00017325793218563,0.135162854364717,1.07001006625921,1.00017327294221,1.14472319234049,0.0494147957864034,217199,"completed","bald_eagle__detection__early_pre__13_bands",13,0.261250467791627,TRUE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_16_18","16–<18 km","within_band_16_18_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,0.00849760581548311,0.034223471740238,-0.0585791662213076,0.0755743778522739,1.00853381295311,0.943103575497863,1.0785034415046,0.803904157636511,217199,"completed","bald_eagle__detection__immediate_pre__13_bands",13,0.971334956134119,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_16_18","16–<18 km","within_band_16_18_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,0.0498052227875653,0.0425347248873096,-0.033561306083881,0.133171751659012,1.05106635266271,0.966995626699167,1.14244619851148,0.24162656201941,217199,"completed","bald_eagle__detection__spawn_start__13_bands",13,0.448735043750333,FALSE,FALSE
