"model_id","region","unit_label","unit_class","outcome","contrast","effect_scale","estimate","standard_error","conf_low","conf_high","p_value","q_value","n","status","partial_pool_estimate_v2","partial_pool_standard_error_v2","partial_pool_conf_low_v2","partial_pool_conf_high_v2","pooling_reason_code_v2","analysis_role"
"M01","SoG","gull_roe","guild","positive_count","active_near","log_expected_positive_numeric_count",0.18443375907201,0.0239186359338642,0.137553232641636,0.231314285502384,1.26238098390279e-14,2.01980957424446e-14,89188,"completed",0.18439432374118,0.0238219069640887,0.137704244048502,0.231084403433858,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","SoG","intertidal_roe_shorebird","guild","positive_count","active_near","log_expected_positive_numeric_count",0.148684969083707,0.0639049202247164,0.023431325443263,0.273938612724151,0.0199936496888243,0.0228498853586564,19450,"completed",0.150379331121329,0.0621260005921446,0.0286146074572117,0.272144054785447,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","SoG","piscivore_active_spawn","guild","positive_count","active_near","log_expected_positive_numeric_count",0.0308969230807105,0.0223591142705899,-0.0129269408896458,0.0747207870510667,0.167022186062406,0.167022186062406,74198,"completed",0.0319465103789871,0.022280038547222,-0.0117215627477321,0.0756145835057064,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","SoG","roe_diving_seaduck","guild","positive_count","active_near","log_expected_positive_numeric_count",0.222148768694138,0.0277749670565602,0.16770983326328,0.276587704124996,1.28346682933951e-15,2.56693365867902e-15,65201,"completed",0.221686386595918,0.0276238225281328,0.167544689325451,0.275828083866384,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","SoG","shoreline_scavenger","guild","positive_count","active_near","log_expected_positive_numeric_count",0.280852778558718,0.0133667974265875,0.254653855602606,0.307051701514829,6.92375521875029e-98,5.53900417500023e-97,168234,"completed",0.280595975880962,0.0133498445527498,0.254430761358364,0.30676119040356,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","SoG","surface_vegetation_roe","guild","positive_count","active_near","log_expected_positive_numeric_count",0.459377531461369,0.0237432968354018,0.412840669663981,0.505914393258756,2.96766898696488e-83,1.18706759478595e-82,106367,"completed",0.457151533442784,0.023648671193933,0.410800989620446,0.503502077265123,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","alcid_piscivore","guild","detection","active_near","log_odds",-0.0278215431876783,0.181881486508657,-0.384309256744646,0.32866617036929,0.878425695983245,0.878425695983245,8584,"completed",0.0470917973552225,0.158823131918939,-0.264195821117752,0.358379415828197,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","falsification","guild","detection","active_near","log_odds",0.087692166157077,0.356573357854502,-0.611191615237746,0.7865759475519,0.805736245988161,0.878425695983245,8584,"completed",0.196624569917211,0.240564962457768,-0.274874092442245,0.668123232276666,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","gull_roe","guild","detection","active_near","log_odds",0.170358580219908,0.132072614239364,-0.0885037436892458,0.429220904129062,0.197090336636718,0.394180673273436,8575,"completed",0.186900148787646,0.122403870981591,-0.0530070299045593,0.426807327479851,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","intertidal_roe_shorebird","guild","detection","active_near","log_odds",-0.113930550161883,0.140236108514207,-0.38879332284973,0.160932222525964,0.416550956645973,0.666481530633557,8584,"completed",-0.0511973607791299,0.128817053674744,-0.303674146576191,0.201279425017931,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","piscivore_active_spawn","guild","detection","active_near","log_odds",0.514345225622977,0.138214256515852,0.243445282851907,0.785245168394048,0.000198151463336695,0.000528403902231187,8580,"completed",0.479785856988705,0.127244689557361,0.230390848232298,0.729180865745112,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","roe_diving_seaduck","guild","detection","active_near","log_odds",0.86673309003067,0.13509524860904,0.601946402756951,1.13151977730439,1.40160197844784e-10,1.12128158275827e-09,8573,"completed",0.781819482644772,0.12479839950872,0.537219114279439,1.0264198510101,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","shoreline_scavenger","guild","detection","active_near","log_odds",-0.0589886305154146,0.179601882243713,-0.411008319713092,0.293031058682263,0.742578210560982,0.878425695983245,8584,"completed",0.0217534975045138,0.157298477593932,-0.286545853402573,0.330052848411601,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","surface_vegetation_roe","guild","detection","active_near","log_odds",0.708779684438072,0.14617799144403,0.422270821207772,0.995288547668371,1.24245529475463e-06,4.9698211790185e-06,8579,"completed",0.63824552333894,0.133376566823369,0.376832255983536,0.899658790694343,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","alcid_piscivore","guild","positive_count","active_near","log_expected_positive_numeric_count",-0.358968188512703,0.197415917554,-0.745903386918543,0.0279670098931377,0.0692795454292683,0.0791766233477352,1151,"completed",-0.218891199181759,0.182880044732138,-0.577329500347823,0.139547101984305,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","falsification","guild","positive_count","active_near","log_expected_positive_numeric_count",0.570340151222715,0.42659429740017,-0.265784671681618,1.40646497412705,0.182635085373337,0.182635085373337,246,"completed",0.595719179025719,0.320486410703223,-0.0324226434871108,1.22386100153855,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","gull_roe","guild","positive_count","active_near","log_expected_positive_numeric_count",1.15760023770086,0.132097303215594,0.898689523398299,1.41651095200343,2.66683176861015e-18,2.13346541488812e-17,4420,"completed",1.12114989919935,0.127465029705275,0.871323031688681,1.37097676671002,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","intertidal_roe_shorebird","guild","positive_count","active_near","log_expected_positive_numeric_count",0.575628348648599,0.152578657807284,0.276574179346322,0.874682517950876,0.000164621286314158,0.000219495048418877,3041,"completed",0.580388581124886,0.145562030672965,0.29509224348936,0.865684918760411,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","piscivore_active_spawn","guild","positive_count","active_near","log_expected_positive_numeric_count",0.495203057732874,0.124536636575698,0.251111250044505,0.739294865421242,7.11949508051262e-05,0.000113911921288202,4089,"completed",0.503435894046202,0.120632517324731,0.267000504725326,0.739871283367078,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","roe_diving_seaduck","guild","positive_count","active_near","log_expected_positive_numeric_count",1.28209277469714,0.147988744652601,0.992034835178047,1.57215071421624,7.36897808245985e-18,2.94759123298394e-17,3015,"completed",1.22655485301249,0.141560602889842,0.949101169718621,1.50400853630635,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","shoreline_scavenger","guild","positive_count","active_near","log_expected_positive_numeric_count",0.282636798027373,0.0652816425251376,0.154684778678103,0.410588817376642,1.51584917533755e-05,3.03169835067509e-05,6855,"completed",0.288778689437228,0.0646995791147586,0.161969844557402,0.415587534317055,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
"M01","WCVI","surface_vegetation_roe","guild","positive_count","active_near","log_expected_positive_numeric_count",0.971555089946253,0.176117863294202,0.626364077889618,1.31674610200289,4.07584695764309e-08,1.08689252203816e-07,1509,"completed",0.931686139604335,0.165564640369733,0.607185407366332,1.25618687184234,"INCLUDED_PRIMARY_REPRESENTATION","confirmatory_registered_core"
