"v1_effect_row_id","pooling_family_id_v2","component_evidence_id","model_id","canonical_model_id","included_in_future_estimator","disposition_reason_code","numeric_input_reason_code"
"v1r_42d7e94e4a17d46f1b189236","pf2_6447af154a1cc27046b2990a","ce2_01bffc4fc1bc5504d49fbe6f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42e910744b015fc85cbc4475","pf2_014e32cc75613e964bccf940","ce2_92d8178136f694311129695f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42eb2f5141d522d59863fc0e","pf2_e4fcecce0a2b139d4b58e038","ce2_f497e9130ebfabd7471dbca9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42ec8fc2d0d1da7db639f060","pf2_50a1cac55941640e016d5550","ce2_2b4b9ffd33c57dbb911555bb","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42f91e150527fad1a4265571","pf2_09fa5f08ca9b9221d529eeb6","ce2_6601503332fd72a483645c98","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42fb0ef141882599a70b7980","pf2_b3e031366dd65e8f4df143af","ce2_5e85cbe6b9fe476829b62053","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42fc8f4708b3d15a26927fc1","pf2_015a9c3cdecf168cb167287f","ce2_79c380d483635fd6ab407907","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_42ffff0ef298e4e062eabfec","pf2_7dd2698f4c2ccba151c402af","ce2_d69642f19720c0dddcbc321e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_431041fcb961699534f10d2c","pf2_3ad47b92ddd587d639f854a9","ce2_a5f77a94f7757ce0d87c4690","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_431077dc7695e4b37c3b6c3f","pf2_4b7dbeea1e40b275db2bc950","ce2_d8279448332005274b4d5121","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4312e0b1c8bf996459600c63","pf2_c3e780aee604874167e67553","ce2_5913462261fcd1cdfe8d4e84","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_431cced817cb1d7511bccaa8","pf2_5a5691cea29578be5f3cdce2","ce2_957ce09cea645f49168f2815","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43226025653fb1a66705a593","pf2_76670464fe37ed823d25ed17","ce2_784777f85909f35bd8393ea7","M11","M01",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_4322fe52aba160fd63e69a6d","pf2_91a7602799863c6b7e560c5a","ce2_29fcf23aef3979a4fc0fba0c","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_4324b50a6c0d8edf144922b5","pf2_1d8717f687879a65296448c8","ce2_9e8b629408d345ea13b0a136","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43264ac66c03da63659602ba","pf2_b1169eb051ee8f774a8b120a","ce2_d5f790af3c353d54154cc0b0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_433f174f05c0ba31a67cd13d","pf2_cd2ff09d41d379356825fac7","ce2_8a24ee3be5c95d0ba008282e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4356f4faac2d15f4eab146e9","pf2_ae9cf258bad87b79ded2ee81","ce2_65dca5a8eabe83287600fbce","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43580b3272872c137af83f68","pf2_df14c9fa337c3ca440d9017d","ce2_2bf2712998aa5a935ede13f3","M11","M01",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_4373e1f634e5d4645f5901db","pf2_f0e7489a2029557912f1b0c1","ce2_fa67095b63cecd7c3dee3972","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43763ea358c928c486352bc4","pf2_f3f7c212139e2f819dc5083c","ce2_312ffa37c852feece24bb0e7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_437854474aceeff1276cea25","pf2_767e79249393e839d9193f96","ce2_66d604ad5ba557051d0e5f6c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_437d082b161b1e3438b1311e","pf2_9480acc86da3e07259fdbf42","ce2_c76295bf1d7b523c4f70fd5e","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4386a043217694b2c1cce5b6","pf2_b57db657b0f4355edbd7a709","ce2_df89d453d44a4d343433ea2f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_438785b3b4157e63681c8b5d","pf2_6a5700c3b44b001aa0bda865","ce2_b4864763af18230c3e6b31df","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_438ecc11dd108f674787b634","pf2_4f37f41a699ca7511e403104","ce2_36c316ececb51457cc95f584","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_439476e58c4410dc41aee6d7","pf2_c3e780aee604874167e67553","ce2_9fd9a32dad796103e6771b1a","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43ac72ee7e25953a879a8fac","pf2_58ffdfbc0d66c69125176cc1","ce2_51b0c4df0ffb7baa636ae740","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43b6aa9a2bcacf38b0951c09","pf2_3905a97b179dceb853c21f09","ce2_7c0d92b499ef33f21608d579","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43ba30a76fedf02d73ede416","pf2_8dd6ceb5f7a9e78536712d6e","ce2_17a6cf2a2b8efc50afc17c7d","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43bbc4992af451a5aaaeb7b9","pf2_967bb935e52f69da5beea7d0","ce2_f3e9e9275884938a1e359dfa","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43c644e4a62da3b3f0e28a24","pf2_13dbdf27d4f9b30359c872b0","ce2_4c4753d4ebcad1e72945fc46","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43cfa1e5bc02bb30ad105bd0","pf2_8c7a25febcb10e30d1ead94b","ce2_d088768d71740fa3281a4361","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43d452cacbc14d973be219a7","pf2_0bdfe4f2895698685dec17c5","ce2_c5dbecd8ea5e30af7471b37f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43d5683d5d1b2ae61873497e","pf2_e91dd4cce53a51fc4da933ae","ce2_8900d3452ee2d9c10f56cca9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43e49e8dd5c27d6243324e9f","pf2_1b38716752eeaead99223fb8","ce2_30b8538daaaa9c9258cfc649","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_43f0181fa967836cfd002516","pf2_7f304eef1fb088254ad13701","ce2_d4ba1bfdd99b48308a49f5b1","M01","M01",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4406d2ae0ec4861be66293e7","pf2_53df337391e1b48cdb837da7","ce2_3226292b842f371eca116bbc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_440952365ae7408047c44d1e","pf2_8f08065cb779fadd37dc476c","ce2_4e82884b2bfe7a44610eb042","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","NON_ESTIMABLE_MODEL_STATUS"
"v1r_441cb1a7ede41f20d04c863b","pf2_e200a82b43f7568ebfc9f6b5","ce2_9074aeb6fe1d6a978f760b25","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_441e406fe3afc27b29a5c03e","pf2_9480acc86da3e07259fdbf42","ce2_fdf75a9412c7d4908342f1ef","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_443133dbf3c8937dd6566a07","pf2_83de5c75cd8e3eed9c391625","ce2_22dadc199670a1e5f40f3e06","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4432812f297af9e63e7daa86","pf2_83de5c75cd8e3eed9c391625","ce2_4d455ade9d4c928368c496bf","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4434f9f5bba5c139a9740af6","pf2_2cac3bf0cb6224729fa8d53e","ce2_2e5839c3ab489851fdbedeb2","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_444b97a4858bb89303ca834a","pf2_39e1022bdf10cddcaee2ceef","ce2_aa697644988636d193a40bae","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4461372ef33978c6665fff73","pf2_0bdfe4f2895698685dec17c5","ce2_efcad3c2c0cf7ac590e1d6ee","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_446e9bcb36763a51914fd3e0","pf2_74bfe919efb974feb8c48923","ce2_03b9df41a07a26b2d2c9fcdf","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4476671f99e1f38b0ed1d406","pf2_60e186458b114306b9897a8d","ce2_8a2b409322587e72179f2756","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4489a713b46d9a5991653648","pf2_8c7a25febcb10e30d1ead94b","ce2_118b533f7a28d5f8a65b616c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_448d21835fb1102f24c99140","pf2_2f067f150944351215dcccee","ce2_bb2530409ae57a1dc33fc0df","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4493905d892b019b5eda7b7e","pf2_e2b001e4dc833b785d92a998","ce2_714932e1eed376f603722c08","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4494d7807a63d27047092bc0","pf2_7512ad88c8966f79d2d41477","ce2_08e9e499421468866aa558ba","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_44ae36522e2da3583dbd8e74","pf2_cd2ff09d41d379356825fac7","ce2_dfc3d7ee7a4ba95d3aaa8433","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44b1e90e6fc3bfcf8d27f6c7","pf2_83de5c75cd8e3eed9c391625","ce2_e62aa83bfeb1605048834021","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44b5fefa2afc7b41438910ac","pf2_83de5c75cd8e3eed9c391625","ce2_acb54f85e0c5c505dd5c0be2","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44b9fa8532d2d366246c9c05","pf2_0bdfe4f2895698685dec17c5","ce2_69bc6fc0b1e1ec8d06fbefaa","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44ba139035623fae9d4410c6","pf2_35d72b1983a7a1c3b64139ce","ce2_49a70ac7eb76f8c2fd80bafa","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44c7057895aeec3fd9a94d66","pf2_74542ad14d7b350d085128fa","ce2_b6e696afa718d0e867a7c4b5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44cdfe7a2bab05d240d2265a","pf2_f895c6e22b514b1ae38f7025","ce2_858f8edf96fc5a80e53c73cc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44e46ea5e802b34738ca5689","pf2_7512ad88c8966f79d2d41477","ce2_27954d531b5d0d0ee8e7c5d4","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_44fad1161dae5307894fb119","pf2_b3e031366dd65e8f4df143af","ce2_8460def83c06a73aa6144cbd","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_450cf40cbd77a00416ba2a9c","pf2_83de5c75cd8e3eed9c391625","ce2_895f500eb8249a1c8c5e6d65","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4511e0def1ccb7043bd3c8ad","pf2_75aae9900419760a3bbca941","ce2_6904d2adea725b7eb2cfeb59","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_451e88bbd088b2df49b3c045","pf2_13dbdf27d4f9b30359c872b0","ce2_4d1453fd607754d0e9258e72","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_452c9bdfdcbb68e5582e63b3","pf2_7dd2698f4c2ccba151c402af","ce2_84fd37200776779f8a1ad81e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","NON_ESTIMABLE_MODEL_STATUS"
"v1r_453265a122b7ed88e48e5a0a","pf2_86ea7f60d851e93adaa5463a","ce2_565ad5f2d33315ac78d31362","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45333ef77f02376db476a2a3","pf2_0bdfe4f2895698685dec17c5","ce2_a37c46916f3d548245deafcb","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_453765839ff9635543e5ac69","pf2_3d22832d8f9ad257a2846dea","ce2_922e1783c8fd6a1846f7a49e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45614a14aba065a51c58d8be","pf2_b1169eb051ee8f774a8b120a","ce2_c5c64a4665688a96d350aa98","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45621bf9af8e827ce2edf577","pf2_36e1bff0b90bbf366a916df1","ce2_080a46845ecfe3998685c309","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_456f504612a05786b23cb7c0","pf2_014e32cc75613e964bccf940","ce2_e8ffdbe49c86797a6cd201c6","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_457f52990f8b3605077b0439","pf2_6a5700c3b44b001aa0bda865","ce2_b09cd97494237617bd350ee5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_459f436dc25c4f416ae6a9ce","pf2_22ef33bc4f98e4ed0be3e6cb","ce2_a6106307024d8061ae2785bc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","NON_ESTIMABLE_MODEL_STATUS"
"v1r_459fa571b9f67898f13de385","pf2_ae9cf258bad87b79ded2ee81","ce2_995a74dd55fd2d6680d53eb8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45a56552f72488345174747e","pf2_cd2ff09d41d379356825fac7","ce2_d603c03e022322153a35f8cc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45a86f5a9e53adabbd449470","pf2_13dbdf27d4f9b30359c872b0","ce2_6a036eafd5c2dded2a97f61f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45b250b2417c3613706b98fa","pf2_50a1cac55941640e016d5550","ce2_a512d8f7bb4bdbce2955db24","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45c2c816cae736584dcd98bd","pf2_2f067f150944351215dcccee","ce2_d14b42bb27c7813f92d5451b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45c9edd42998ca85481fdd03","pf2_5dca0f621713321d3d73e263","ce2_0dd0b91c0849a593c4aad7ca","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45d08f83b6a4398212063457","pf2_09fa5f08ca9b9221d529eeb6","ce2_9c63fe3447643174661816af","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45dfa61bfa2fe69001408997","pf2_36e1bff0b90bbf366a916df1","ce2_308de290262a829273d5ac26","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45e5ae6749b0d7519d7276b5","pf2_ae9cf258bad87b79ded2ee81","ce2_91cf7a60a485c942afaa6327","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45e62f02e03532effc6cc108","pf2_58ffdfbc0d66c69125176cc1","ce2_b4d73d701f787882089c1d89","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_45ef4acde64a6ef800a88ef3","pf2_b3e031366dd65e8f4df143af","ce2_aa52b745137975c455e04ad2","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46004238df043554a8956366","pf2_dae62993b0f12a56526d8e0f","ce2_e800ebeb447734aec07a7cf5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_460bfc0116829a8a4981f400","pf2_6a999f0679e63f0eb684802a","ce2_ec4f20af02a02a06f00a38ea","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_460c35c7a0d89a4e4a80196b","pf2_ff3557364b010233e125f23c","ce2_236b75cf5576da33c3dcd0c9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_461ea0e20cf5c7bcafa380ce","pf2_1b38716752eeaead99223fb8","ce2_7e97aceac8a782b98628fe61","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46251a47e0381459e6ba3d9a","pf2_e36fc40f2c8a16c8c70cebdf","ce2_600d41a1bcf3677de551282b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46257a38e35bfb5333d86961","pf2_0bdfe4f2895698685dec17c5","ce2_e18506ab251a457cc66a30b1","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_462993ab425f464de98d1901","pf2_f0e7489a2029557912f1b0c1","ce2_7eda764fcb0141bf36f60dad","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46316fa895b7e5f26d9bbf84","pf2_35d72b1983a7a1c3b64139ce","ce2_147e4cb1af5859ca31566fcb","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46460fccac062ace0028a7c0","pf2_af93e905a6db96441d5b6b21","ce2_74b2ad4745fe4e5f693cf08f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46464e8e5c74569383779370","pf2_6447af154a1cc27046b2990a","ce2_14cf582648a223e2b27f9126","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_4656aa2348c9c2b11ae33248","pf2_ae9cf258bad87b79ded2ee81","ce2_6d865194c2ea89f8890099d8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_465c87816f17cdced618b882","pf2_1d8717f687879a65296448c8","ce2_8740844cdb04fbe737613047","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46620c34c7e371441097a838","pf2_6a999f0679e63f0eb684802a","ce2_3566e483d397b32f65b3c4d9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46947514e5726ffd30a54a14","pf2_13b175cee92773925d0b5d7e","ce2_86702e5adba78b369882a207","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_469a719804f61a0e11651755","pf2_ccfcd821294d4a4907199d60","ce2_99c64bf7e9e153e825258c17","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_469bb6d6ea5359268ddb2c1d","pf2_552ee69660c7b0b04604bbf3","ce2_212497181e02dc7e4559b236","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46a64fbb7b0a1a3b3a0ff746","pf2_dae62993b0f12a56526d8e0f","ce2_e406f731ef7bcdd721e0a04e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46afa53194742e9f028977f7","pf2_5dca0f621713321d3d73e263","ce2_737f6bbd4b546a52b103b67c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46b15520fd2d5ceda84b530e","pf2_36e1bff0b90bbf366a916df1","ce2_cdb233c5ce764c42c645035b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46baede28fd7abe17ec4d217","pf2_22b68febbb83c1b320fa3fa7","ce2_945b314570c16d8a552bcc07","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46bb7fec396e6f972d715205","pf2_9998fb16c88151e769fb6161","ce2_0e228363683b1ccb3ae44956","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_46d50d04f3a3412b1b14a395","pf2_09fa5f08ca9b9221d529eeb6","ce2_d7ac646db19883efc7a26d25","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46dac0643247c816c95ec1a0","pf2_440ab72a650d04c21f6d8931","ce2_f14f19627e73808cf3ecb04c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46e1862f99b0b6712d6f580b","pf2_8f08065cb779fadd37dc476c","ce2_18c0faa2eb830c44eb497b37","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46e9e9527604a2423b7db671","pf2_ccfcd821294d4a4907199d60","ce2_ca2d5e94cb2599caa508d86e","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_46f2df8d98a4b7f4e7dd5665","pf2_0bdfe4f2895698685dec17c5","ce2_21612263418984abad454121","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46f9f33bd2b272b3d85f79d3","pf2_014e32cc75613e964bccf940","ce2_a6b6c9c3c35ef53480ae8288","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46fc687a9d28c0082e32ee51","pf2_36e1bff0b90bbf366a916df1","ce2_a251dce14e43a9f347e184b7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_46fc90f0c42ca5fde91822ad","pf2_ae9cf258bad87b79ded2ee81","ce2_d1ea5b206b984688f40c07c6","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_47046cfa96b2397d701fa5a1","pf2_22b68febbb83c1b320fa3fa7","ce2_3923371f0a701107a160701b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
